id,title,sector,sector_label,skill_tag
1839,[아임포트] iOS Engineer (SDK구축),IOS,4,
1840,[아임포트] Back-end Engineer,Back-end,0,
1841,[아이디어스] QA 엔지니어,QA/QC,23,
1842,"유명O2O서비스업체, Backend 개발자",Back-end,0,"PYTHON,JAVA,NODE.JS,DJANGO,CELERY,REDIS,RABBITMQ,FLASK,SPRING,RAILS"
1843,"유명커머스업체, 프론트엔드 개발",Front-end,1,"FRONT-END,GIT,HTML5,JAVASCRIPT,CSS,REACT.JS,VUE.JS,HTML5, CSS, SASS,WEBPACK,GRUNT,GULP,BROWSERIFY,BACKBONE.JS"
1844,"유명 온라인플랫폼업체, S/W 품질엔지니어",Anonymous,22,"IOS,SWIFT,ANDROID,JAVASCRIPT"
1845,"온라인거래플랫폼, 웹 프론트엔드 개발",Front-end,1,"FRONT-END,GIT,HTML5,JAVASCRIPT,CSS,REACT.JS,HTML5, CSS, SASS,WEBPACK,GULP,KOTLIN,JAVA SPRINGBOOT"
1846,Web Frontend Engineer,Front-end,1,"FRONT-END,CSS3,HTML5,REACT,NODE.JS,GIT,JAVASCRIPT(ES6+)"
1847,"IT스타트업, PHP서버개발자",PHP-dev,25,"PHP,PYTHON,NODE.JS,AMAZON AWS,GOOGLE CLOUD PLATFORM (GCP),DJANGO,ROR,TRAVIS CI,WEB-FRAMEWORKS"
1848,"핀테크업체, 웹 프론트엔드 개발",Front-end,1,"FRONT-END,GIT,HTML5,JAVASCRIPT,CSS,REACT.JS,HTML5, CSS, SASS,WEBPACK,GULP,KOTLIN,JAVA SPRINGBOOT"
1849,"초대기업, iOS앱 개발자",IOS,4,"IOS,OBJECTIVE-C,SWIFT,아이폰개발자,IPHONE,IOS 앱개발,WEBKIT"
1850,[경력] 안드로이드 앱 개발자,Android,3,"JAVA,FRONT-END,ANDROID STUDIO,안드로이드 앱개발,ANDROID,안드로이드개발자,어플리케이션 개발,모바일앱개발,NATIVE APP 개발,ANDROID앱개발"
1851,[경력] 안드로이드 앱 개발자,Android,3,"JAVA,FRONT-END,ANDROID STUDIO,안드로이드 앱개발,ANDROID"
1852,(주) 유니메오에서 함께할 (웹) 백엔드 개발자 [과장급]를 찾습니다!,Back-end,0,"JSP,MYSQL,JAVA,JAVASCRIPT,JQUERY,BACK-END,AMAZON AWS"
1853,[차이카드/페이] Data Engineer,Data-engineer,7,
1854,코인채굴 관련 웹&하이브리드앱 Full-Stack개발자 모십니다,WEB/Full-stack,2,"JAVASCRIPT,FRONT-END,풀스택개발,BACK-END,서버관리,MYSQL,PHP,NODE.JS,JQUERY,GITHUB"
1855,경력_백엔드 개발자(Back-End Developer) 채용,Back-end,0,"JAVA,C++,PYTHON,BACK-END"
1856,경력_컴퓨터 비전 엔지니어(Computer Vision Engineer)채용,Computer-vision,16,"JAVA,C++,PYTHON"
1857,[주도적으로 성장할 수 있는 환경]에서 함께하실 Front-end 개발자 채용!,Front-end,1,FRONT-END
1858,[주도적으로 성장할 수 있는 환경]에서 함께하실 Server 개발자 채용!,Back-end,0,"SERVER,영어"
1859,[주도적으로 성장할 수 있는 환경]에서 함께하실 DB 개발자 채용!,Data-engineer,7,DB
1860,[주도적으로 성장할 수 있는 환경]에서 함께하실 Back-end 개발자 채용!,Back-end,0,"BACK-END,영어"
1861,AI/빅데이터-Data Scientist 연구개발 (병역특례 가능),Data-scientist,8,"PYTHON,MATLAB,TENSORFLOW,DATA VISUALIZING,REPORTING,DEEP-LEARNING,ARTIFICIAL-INTELLIGENCE,인공지능,딥러닝,기계학습,머신러닝,데이터분석,산업공학,통계학,데이터마이닝,MACHINE-LEARNING,DATA SCIENCE,DATAMINING,MACHINE LEARNING ,데이터사이언스,빅데이터 마이닝,영어"
1862,iOS 개발자,IOS,4,"IOS 앱개발,OBJECTIVE-C,IPHONE,SWIFT,SWIFT 개발 경험자,모바일앱개발,아이폰개발자,JAVA/KOTLIN 혹은 SWIFT"
1863,Web Front-end 개발,Front-end,1,"JQUERY,AJAX,WEB-APPLICATION,RESTFUL-API,FRONT-END,REACT  JS,ANGULAR.JS V1,FRONT-END 개발 (HTML, JAVASCRIPT, REACT)"
1864,Back-end System 개발,Back-end,0,"SPRING-FRAMEWORK,SPRING-BOOT,JAVA,GOLANG,RDBMS MYSQL,REST API,KUBERNETES,AMAZON AWS,BACK-END,서버관리"
1865,Android 개발자,Android,3,"JAVA,ANDROID,IOS,KOTLIN,OBJECT-C/SWIFT,RESTFUL-API"
1866,[신한금융그룹] 스타트업 온라인 플랫폼(이노톡) 개발자 채용안내,DevOps,10,"JAVA,JSP,MAVEN,SPRING-FRAMEWORK,JPA,JWT-TOKEN,VUE.JS,THYMELEAF,MYSQL"
1867,클라우드 미들웨어 및 어플리케이션 개발,DevOps,10,"BACK-END,GIT,AMAZON AWS,JAVA,서버관리,DOCKER,SERVLET"
1868,프론트 개발자,Front-end,1,"GIT,FRONT-END,REACT,HTML5,CSS3,NODE.JS,JAVASCRIPT,JQUERY,HTML,BOOTSTRAP"
1869,[프론트엔드 개발자] 디센트(가상자산 월렛 서비스)와 함께 할 프론트엔드 개발자 모집합니다.,Front-end,1,"FRONT-END,CSS,HTML5,JAVASCRIPT,REST API,DATABASE,WEB APPLICATION FRAMEWORK,VUE.JS,WEBPACK,BROWSERIFY,ES2015,SPA (SINGLE PAGE APPLICATION),HTTP API,GITHUB,JIRA,WIKI"
1870,"Python Django 주니어, 팀장급 개발자 채용",Back-end,0,"PYTHON,DJANGO,DJANGO REST FRAMEWORK,AMAZON AWS,풀스택개발,MYSQL,GIT,GITHUB,BACK-END,VUE.JS"
1871,[Altair Korea/외국계] CFD Engineer 모집,Anonymous,22,"PYTHON,C++,CFD,영어"
1872,엔지니어,Anonymous,22,"MYSQL,C#"
1873,[솔닥] 비대면 헬스케어 서비스 Backend 개발자를 찾아요,Back-end,0,"PYTHON,AMAZON AWS,GITHUB,BACK-END,NODE.JS,풀스택개발,JAVASCRIPT,MYSQL,서버관리,TYPESCRIPT,함수형 프로그래밍,REACT,영어"
1874,[솔닥] JS/TS생태계를 사랑하는 Frontend 개발자를 찾습니다앗,Front-end,1,"TYPESCRIPT,REACT.JS,NODE.JS,JAVASCRIPT,HTML5,CSS3,FRONT-END,GIT,REST API,REDUX,WEBPACK,AMAZON AWS,영어"
1875,관심사 기반 글로벌 커머스 폰디의 Frontend 개발자를 찾습니다.,Front-end,1,"REACT,FRONT-END,HTML5,CSS3,JQUERY,JAVASCRIPT"
1876,관심사 기반 글로벌 커머스 폰디의 backend 개발자를 찾습니다.,Back-end,0,"BACK-END,AMAZON AWS,DJANGO,GITHUB"
1877,QA,QA/QC,23,
1878,프론트엔드 개발자 (React.js),Front-end,1,
1879,안드로이드 개발자 (5년 이상),Android,3,
1880,Backend 개발자 채용 (주니어급 1명),Back-end,0,"JAVASCRIPT,NGINX,JAVA,MYSQL,ES6,GOOGLE ANALYTICS,AMAZON ROUTE 53,GIT,DOCKER,VISUAL-STUDIO-CODE,GITLAB,SPRING,JENKINS,INTELLIJ IDEA,NODE.JS,BACK-END"
1881,"Frontend 개발자 채용(시니어급 1명, 주니어급 1명)",Front-end,1,"REACT,HTML5,JAVASCRIPT,ES6,REDUX,GOOGLE ANALYTICS,AMAZON ROUTE 53,VISUAL-STUDIO-CODE,GITLAB,FRONT-END,NEXT.JS,TYPESCRIPT,REDUX-SAGA"
1882,Engineering Manager (Android),Android,3,"ANDRIOD STUDIO/JAVA/XCODE/IOSSWIFT,ANDROID앱개발,ANDRIOD,MULTITHREADING,MODULE,REACTIVE-PROGRAMMING,UNIT-TESTING,KOTLIN,JAVA,안드로이드개발자,코틀린"
1883,React Front-end 웹개발자 채용,Front-end,1,"REACT,REACT-NATIVE,HTML,NEXT.JS,REACT.JS, NEXT.JS, MOBX, SASS,STYLED-COMPONENTS"
1884,React Native & Firebase 개발자 채용,Mobile,5,"IOS,ANDROID,REACT-NATIVE,REACT,FIREBASE,GIT"
1885,스타트업 전문 개발사 기술영업 채용,Project-manager,13,"기술영업,IT기술영업,REACT,REACT-NATIVE,DJANGO,DJANGO REST FRAMEWORK,FULL-STACK DEVELOPMENT"
1886,Django Back-end 웹개발자 채용,Back-end,0,"DJANGO,DJANGO REST FRAMEWORK,PYTHON,PYTHON DJANGO,백엔드 개발,AMAZON AWS,GIT,BACK-END"
1887,Big Data Engineer,Data-engineer,7,"PYTHON,BIGDATA PLATFORM,NOSQL,WEBLOG,AMAZON AWS,HADOOP-ECOSYSTEM,DATAMINING,DATALAKE,DATA-VISUALIZATION,BACK-END,DJANGO"
1888,iOS 개발자 (5년 이상),IOS,4,
1889,프론트엔드 개발자,Front-end,1,
1890,백엔드 개발자,Back-end,0,
1891,Back-end 개발자 (Python),Back-end,0,
1892,Front-End 개발자,Front-end,1,
1893,프론트앤드 개발자,Front-end,1,
1894,Back-End Engineer,Back-end,0,"JAVA,BACK-END,MYSQL,MONGODB,AMAZON AWS,서버관리,빅데이터 분석/인프라/가시화,HADOOP,APACHE SPARK,AMAZON KINESIS,AMAZON EMR,NODE.JS,PYTHON,POSTGRESQL,DJANGO"
1895,Web Front-End Engineer,Front-end,1,"JAVASCRIPT,REACT,FRONT-END,NODE.JS,HTML5,CSS,EXPRESSJS,STYLED-COMPONENTS"
1896,Data Analyst,Data-analyst,6,"DATA SCIENCE,BIG DATA,DATA-VISUALIZATION,MACHINE LEARNING ,REPORTING-SERVICES,BUSINESS-INTELLIGENCE,DATA-ANALYSIS,NLP"
1897,[숨고] DevOps Engineer,DevOps,10,DEVOPS
1898,Audio Processing,Data-engineer,7,
1899,[숨고] Front-end Engineer (Javascript),Front-end,1,"HTML,CSS,W3C,JAVASCRIPT,JAVASCRIPT (ES6/ES7),JQUERY,VUE.JS,REACT.JS,ANGULARJS,CSS PRE-PROCESSOR,프론트엔드개발자,FRONT-END"
1900,Back-end / Front-end / Web-Design Developer,WEB/Full-stack,2,"AMAZON AWS,JAVASCRIPT,MYSQL,BACK-END,MONGODB,JAVA,SPRING-FRAMEWORK,ERP,MES,웹디자이너,REACT.JS,ADOBE PHOTOSHOP,ADOBE ILLUSTRATOR"
1901,보안솔루션 개발자를 모십니다.,Security,15,"보안 솔루션,클라우드 보안,해킹, 보안,,네트워크 설계 및 제안 구축관리,네트워크보안"
1902,서비스 개발자 [API 서버],Back-end,0,"SPA,백앤드 개발,어플리케이션 개발,리액트,REACT,API"
1903,서비스 개발자 [웹/앱 프론트],Front-end,1,"SPA,백앤드 개발,어플리케이션 개발,리액트,REACT,API"
1904,[연구개발팀] 머신러닝 개발자,Machine-learning,9,"JAVA,C++,PYTHON,LINUX,DOCKER,KUBERNETES"
1905,[더리치] 백엔드(BACK-END) 개발자 (개발 언어 무관),Back-end,0,"NODE.JS,BACK-END,GIT,GITHUB,MYSQL,JAVASCRIPT,풀스택개발,서버관리,AMAZON AWS,MONGODB,REDIS,PYTHON,JAVA,NGINX,DJANGO,영어"
1906,[더리치] 백엔드(BACK-END) 개발자,Back-end,0,"NODE.JS,BACK-END,GITHUB,GIT,JAVASCRIPT,MYSQL,풀스택개발,서버관리"
1907,백엔드 엔지니어 (산업기능요원/전문연구요원 복무 가능),Back-end,0,"PYTHON,RUBY ON RAILS,GDAL,REDIS,NGINX,POSTGRESQL,GEOSERVER,POSTGIS,PDAL,CELERY,영어"
1908,Django 개발자 모십니다.,Back-end,0,"DJANGO,PYTHON,DJANGO REST FRAMEWORK,GIT,GITHUB,GITLAB"
1909,"[원격진료 회사 : 닥터NOW] ⭐ 백엔드 개발자 NodeJS, Nestjs ⭐",Back-end,0,"JAVASCRIPT,NODE.JS,AMAZON AWS,BACK-END,INFRASTRUCTURE"
1910,[원격진료 회사 : 닥터NOW] ⭐ 프론트엔드 개발자 React  or React Native ⭐,Front-end,1,"NODE.JS,REACT-NATIVE,NGINX,POSTGRESQL,AMAZON EC2,AMAZON S3,TYPESCRIPT,AMAZON RDS,GOOGLE ANALYTICS,GITHUB,GIT,DOCKER,DOCKER-COMPOSE,AMAZON AWS,REACT"
1911,프론트엔드 개발자 모집,Front-end,1,"JAVASCRIPT,HTML5,GITHUB,REACTJS,FRONT-END"
1912,3D Graphics 개발자,Unity/AR/VR/3D,20,
1913,베어런 PHP 개발자 (jQuery 및 모바일웹 경험자)를 모십니다.,PHP-dev,25,"GIT,MYSQL,BACK-END,PHP,REACT,VUE.JS,ANGULAR,JQUERY"
1914,백엔트(Back-end) 개발자 채용,Back-end,0,"JAVASCRIPT,FRONT-END,풀스택개발,CSS,BACK-END,AMAZON AWS,백엔드,자바스크립트,앱개발자,웹개발자,프론트엔드개발자,백엔드개발자,MONGODB,서버개발자,NODE.JS"
1915,프론트엔트(Front-end) 개발자 채용,Front-end,1,"JAVASCRIPT,REACT,FRONT-END,풀스택개발,CSS,BACK-END,AMAZON AWS,프론트엔드,백엔드,자바스크립트,앱개발자,웹개발자,프론트엔드개발자"
1916,[글로벌 1백20만 다운로드 소셜 서비스 둥글] 신입 서버엔지니어 채용,Back-end,0,"JAVA,MYSQL,NODE.JS,AMAZON AWS,GOOGLE GCP,BACK-END,서버관리,GITHUB"
1917,[글로벌 1백20만 다운로드 소셜 서비스_신사업] 서버엔지니어 경력 채용,Back-end,0,"NOSQL,ISCJP,MCDBA,MCSE,AWS,GOOGLE GCP,MESSAGING,SERVER-SIDE DEVELOPMENT,JAVA,PYTHON,BIG DATA,DATABASE,MICRO SERVICE ARCHITECTURE,BACK-END,AMAZON AWS,MYSQL,PHP,영어"
1918,[글로벌 1백20만 다운로드 소셜 서비스 둥글] 웹 프론트 엔지니어 경력 채용,Front-end,1,"REACT,HTML,CSS,JAVASCRIPT,크로스브라우징,반응형웹,FRONT-END,HTML5,영어"
1919,프론트엔드 개발자 모집,Front-end,1,"JAVASCRIPT,VUE.JS,REACT,CSS,FRONT-END"
1920,[주식회사 미로] 개발팀 개발자 채용(각 직군별),Anonymous,22,"JAVASCRIPT,FRONT-END,GIT,AMAZON AWS,RDBMS,QUERY-TUNING,스키마 관리,SQL, NOSQL, ELASTIC SEARCH,VUE,RESTFULL,데이터엔지니어,CLOUD ORCHESTRATION,IOS,IOS 앱개발,API,RESTFUL-API,OBJECTIVE-C,RXSWIFT"
1921,(주)반달소프트 2021년 상반기 프론트엔드 개발자 채용,Front-end,1,"FRONTEND-DEVELOPER,프론트엔드 개발"
1922,(주)반달소프트 2021년 상반기 백엔드 개발자 채용,Back-end,0,"백엔드 기술 JAVA, SPRING, NODE.JS, MYSQL,백엔드 개발,서버개발자"
1923,(주)반달소프트 2021년 상반기 머신러닝 개발자 채용,Machine-learning,9,"머신러닝,인공지능"
1924,[경력/신입] 프론트엔드 개발자,Front-end,1,"FRONT-END,TYPESCRIPT,WEBPACK,REACT,JAVASCRIPT,NEXT.JS,VUE.JS, VUE CLI"
1925,비전을 함께할 백엔드(Backend) 개발자를 추가 모집합니다.,Back-end,0,"JAVA,MYSQL,SPRING-FRAMEWORK,SPRING-BOOT,BACK-END,BOOTSTRAP,JPA,TDD,DDD,WEBFLUX,REDIS,THYMELEAF,KOTLIN,JAVASCRIPT,NODE.JS,NODE JS,AMAZON AWS,REACT,MICROSERVICES ARCHITECTURE,영어"
1926,[IT사업부] S/W 개발 직무 Back-End 개발자 모집,Back-end,0,"PYTHON,DJANGO,FLASK,MYSQL,AMAZON AWS,DOCKER,NODE.JS,VUE.JS"
1927,JAVA / Spring framework / MySQL,JAVA-dev,21,"JAVA,MYSQL"
1928,Devops (Kubernetes/docker) 운영,DevOps,10,"GOOGLE KUBERNETES ENGINE,DOCKER/KUBERNETES,DOCKER,CI/CD,JENKINS,GITLAB"
1929,머신러닝 (NLP) 엔지니어,Machine-learning,9,"PYTHON,DEEP-LEARNING,PYTORCH,NATURAL LANGUAGE PROCESSING,영어"
1930,Back-End(백앤드) Node.js 개발자,Back-end,0,"ANDROID,IOS,REACT/REACT NATIVE"
1931,웹 프론트엔드 개발(경력),Front-end,1,"JAVA,웹 백엔드 개발(JAVA/SPRING/ORACLE/MYSQL),JAVASCRIPT,REACT"
1932,클라우드 서비스 개발자,DevOps,10,
1933,사내 협업도구 서비스 관리자,DevOps,10,
1934,개발PM,Project-manager,13,
1935,Video Processing,Computer-vision,16,
1936,웹프론트엔드개발(신입),Front-end,1,"HTML,CSS,JAVASCRIPT,UI,프론트 엔드 개발"
1937,Edge 플랫폼 개발(경력),DevOps,10,"NFV,KUBERNETES,DOCKER,OPENSTACK,GOLANG"
1938,SW개발자(경력),Anonymous,22,"UNIX LINUX SYSTEM PROGRAM,TCP/IP NETWORK PROGRAMMING,C,PYTHON,SHELL,GIT"
1939,Edge 플랫폼 개발(신입),DevOps,10,"KUBERNETES,GOLANG"
1940,클라우드 개발(신입),DevOps,10,"OPENSTACK,가상화,네트워크,플랫폼,LINUX,프로그래밍,SDN,NFV"
1941,백엔드 개발(신입),Back-end,0,"JAVA,PYTHON,SDN,UI,SPRING,MY-SQL,RABBIT MQ,EALSTICSEARCH"
1942,클라우드 개발(경력),DevOps,10,"LUSTRE,GLUSTERFS,CEPH,LINUX"
1943,백엔드 개발자를 모십니다.(경력),Back-end,0,"JAVA,PYTHON,MYSQL,BACK-END,SPRING,LINUX"
1944,Web Front-end 개발자,Front-end,1,
1945,Computer Vision & Deep-learning 개발자,Computer-vision,16,
1946,Web Back-end 개발자,Back-end,0,
1947,Windows Application 개발자,Anonymous,22,
1948,AI개발,Machine-learning,9,"AI(인공지능), TENSORFLOW, KERAS 등 머신러닝/딥러닝 ,PYTORCH,프레임워크,인공신경망 개발,PYTHON,플랫폼개발"
1949,백엔드 개발자 채용 (경력: 2년 이상),Back-end,0,"BACKEND, 파이썬,NODE JS,DJANGO,MYSQL,MARIADB,RESTFUL-API"
1950,풀스택 개발자 채용 (경력: 4년 이상),WEB/Full-stack,2,"FULL STACK,NODE JS,RESTFUL-API,JAVASCRIPT,CSS,HTML,AMAZON AWS,풀스택개발"
1951,백엔드 서버 개발자(Back-end) 채용 공고,Back-end,0,"PHP,PHYTHON,RUBY,JAVA,WEB-FRAMEWORKS,DJANGO,FLASK,LARAVEL,SPRING,RAILS,서버API,앱API,웹서비스,서버개발자"
1952,안드로이드 개발자 채용,Android,3,"ANDROID,JAVA,KOTLIN,GRADLE,API,HTTP,GIT,JIRA"
1953,iOS 개발자 채용,IOS,4,"IOS,SWIFT,COCOAPODS,SWIFT 개발 경험자,IOS 앱개발,모바일앱개발,HTTP,API"
1954,"모바일 앱 개발자 (iOS, Android)",Mobile,5,"ANDROID,IOS,NATIVE APP 개발,안드로이드 앱개발,ANDROID앱개발,안드로이드개발,모바일앱개발"
1955,Back-end Engineer (Python),Back-end,0,"PYTHON,DATABASE,BACK-END,GIT,POSTGRESQL,MARIADB,FLASK"
1956,Front-end Engineer,Front-end,1,"REACT,JAVASCRIPT,CSS,HTML,GITHUB,FRONT-END"
1957,iOS App 개발,IOS,4,
1958,모바일 앱 개발자(Junior),Mobile,5,"ANDROID,JAVA,KOTLIN"
1959,"백엔드 개발자 - Python/Django(여행 B2C,B2B ERP플랫폼(Basecamp) 구축/개발 프로젝트)",Back-end,0,"DJANGO,PYTHON,AMAZON AWS,BACK-END,영어"
1960,프론트엔드 엔지니어 채용,Front-end,1,"JAVASCRIPT,HTML5,GIT,CSS3,FRONT-END,REACT,GRAPHQL/APOLLO"
1961,PHP 웹개발자 채용진행,PHP-dev,25,"PHP,MYSQL,AMAZON AWS,BACK-END,JQUERY"
1962,[신입 및 경력직] 프론트 엔드 개발자 모집 합니다.,Front-end,1,"REACT,JAVASCRIPT,FRONT-END,GIT,GITHUB,SPRING,GOLANG,JAVA,AMAZON AWS,BACK-END"
1963,웹 개발자,WEB/Full-stack,2,"FRONT-END,BACK-END"
1964,"Front-End 개발자 채용 (React, React Native)",Front-end,1,"NODE.JS,JAVASCRIPT,REACT,AMAZON AWS,FRONT-END,GITHUB,REACT-NATIVE,REACT/REACT NATIVE,MYSQL,CSS,풀스택개발,REACTNATIVE,CDN"
1965,[재택근무] 클럽하우스 유사한 음성스트리밍 안드로이드 개발자 채용 - 200만 음성통화 개발이력 회사,Android,3,"ANDROID,JAVA"
1966,[재택근무] 클럽하우스 유사한 음성스트리밍 Python 서버 개발자 채용 - 200만 음성통화 개발이력 회사,Back-end,0,"PYTHON,ANDROID,JAVA,AMAZON AWS,GIT,MONGODB,DBMS(MS-SQL MYSQL),REDIS"
1967,[재택근무] 클럽하우스 유사한 음성스트리밍 아이폰 개발자 채용 - 300만 음성통화 개발이력 회사,IOS,4,"IOS,SWIFT,RXSWIFT,IOS 앱개발,아이폰개발자,아이폰,IPHONE,XCODE"
1968,"웹 개발자, 쇼핑몰 구축",WEB/Full-stack,2,"WORDPRESS,JAVASCRIPT,BACK-END,FRONT-END,서버관리"
1969,글로벌 1등 RPA 업체 Automation Anywhere의 국내 공식 파트너사 싸이버워커에서 RPA 개발자님을 채용합니다,Embedded/Robotics,12,RPA
1970,안드로이드 앱 개발자 (프리랜서),Android,3,"ANDROID,RXJAVA,MVVM,KOTLIN,JAVA,FIGMA,안드로이드,안드로이드 앱개발,ZEPLIN,MVP,MVC,ANDROID앱개발,안드로이드개발자,BACK-END"
1971,iOS 앱 개발자 (신입/경력),IOS,4,"IOS,OBJECTIVE-C,SWIFT,XCODE"
1972,Frontend 개발자,Front-end,1,"프론트엔드,프론트엔드개발자,프론트엔드 개발"
1973,Back-end 개발자 (프리랜서),Back-end,0,"BACK-END,JAVA,SPRING,MSA,AGILE SCRUM,RDB/SQL,NOSQL,CI/CD,SPRING-BOOT,AMAZON AWS,서버관리"
1974,iOS 앱 개발자 (프리랜서),IOS,4,"IOS,OBJECTIVE-C,SWIFT,XCODE"
1975,"Back-end 개발자 (경력, 3년~)",Back-end,0,"BACK-END,JAVA,SPRING,MSA,AGILE SCRUM,RDB/SQL,NOSQL,CI/CD,SPRING-BOOT,AMAZON AWS,서버관리"
1976,안드로이드 앱 개발자(경력 3년 이상),Android,3,"ANDROID,RXJAVA,MVVM,KOTLIN,JAVA,FIGMA,안드로이드,안드로이드 앱개발,ZEPLIN,MVP,MVC,ANDROID앱개발,안드로이드개발자,BACK-END"
1977,Frontend 개발자 (프리랜서),Front-end,1,"프론트엔드,프론트엔드개발자,프론트엔드 개발"
1978,"웹 개발자, 프론트엔드(web) 개발자",Front-end,1,"WEB,REACT,ANGULAR,VUE,SPA,SERVER SIDE RENDERING,크로스브라우징,TDD"
1979,Android App 개발자,Android,3,
1980,Android 개발자,Android,3,
1981,iOS 개발자,IOS,4,
1982,모니터링 시스템 개발 전문가,DevOps,10,
1983,IOS 어플리케이션 개발자 채용,IOS,4,"IOS,SWIFT,모바일앱개발,IOS 앱개발,NATIVE APP 개발"
1984,APP/WEB Front-end 개발자 채용,Front-end,1,"GIT,FRONT-END"
1985,React-Native 개발자,Mobile,5,"ANDROID,IOS,REACT-NATIVE,JAVASCRIPT,TYPESCRIPT,GIT,REACT,FRONT-END,풀스택개발"
1986,브러쉬몬스터 유니티 개발자,Unity/AR/VR/3D,20,"UNITY,UNITY 3D,AR,AR/VR,유니티,증강현실,모바일게임개발,클라이언트 개발,클라이언트 프로그래머,UNITY (2D),유니티3D"
1987,브러쉬몬스터 웹 프론트엔드 개발자,Front-end,1,"프론트엔드,웹프론트엔드,웹프론트엔드 개발,WEB-FRONTEND,웹개발,프론트엔드개발자,프론트엔드 개발,웹 프론트엔드 개발(HTML5/CSS3/JAVASCRIPT/VUE.JS),JAVASCRIPT,HTML5,CSS3,JQUERY,REACT,VUE,ANGULAR,REST API,AWS,AMAZON AWS,TYPESCRIPT,FRONT-END,GIT"
1988,브러쉬몬스터 백엔드 개발자,Back-end,0,"백엔드,백엔드개발자,BACKEND,백엔드 개발,AWS,REST API,SPRING-FRAMEWORK,DATABASE,SQL,DEVOPS,이커머스,ECOMMERCE,JAVA"
1989,Frontend SW engineer 채용,Front-end,1,"HTML,CSS,JAVASCRIPT,FRONT-END,REACT,GITHUB"
1990,Backend SW engineer 채용,Back-end,0,"GITHUB,BACK-END,PYTHON,서버관리,AMAZON AWS,소프트웨어아키텍처,JAVA"
1991,"""인플루언서 커머스"" 풀스택 개발자 (Django/React)",WEB/Full-stack,2,"FULL-STACK DEVELOPMENT,BACK-END,FRONT-END,PYTHON,DJANGO,DJANGO REST FRAMEWORK,REACT,REDUX,JAVASCRIPT,ES6,MYSQL,POSTGRESQL,AMAZON AWS,GIT,GITLAB,ASANA"
1992,"""인플루언서 커머스"" 프론트엔드 개발자 (React)",Front-end,1,"REACT,HTML&CSS3,CSS,HTML,GRAPHQL,RDBMS,AWS,AMAZON AWS,TYPESCRIPT,NEXTJS,REACT.JS,REACT-APOLLO,영어"
1993,프론트엔드개발자,Front-end,1,
1994,프론트엔드 개발자,Front-end,1,
1995,프론트엔드 개발자 급구,Front-end,1,FRONT-END
1996,[윙잇] 커머스 React.js 웹 프론트엔드 개발자,Front-end,1,"REACT,JAVASCRIPT,GITHUB,FRONT-END,풀스택개발,HTML5,HTML"
1997,[로보트리] O2O 플랫폼 프론트엔드 개발자,Front-end,1,"JAVASCRIPT,GIT,AMAZON AWS,소프트웨어아키텍처,FRONT-END,THREE.JS,REACT.JS,ZIRA"
1998,백엔드 주니어 개발자 채용공고,Back-end,0,"RESTFUL-API,의사소통,GITHUB,GO,GOLANG,JAVA,BACK-END,C,PYHTON,MYSQL,MARIADB,백엔드 기술 JAVA, SPRING, NODE.JS, MYSQL,GIT"
1999,프론트 엔드 시니어 개발자 채용공고,Front-end,1,"REACT,프론트엔드 개발( HTML/CSS3/JAVASCRIPT),HTTP,RESTFUL-API,클로저,JAVASCRIPT(ES6),의사소통,TYPESCRIPT,GITHUB,STACKOVERFLOW,영어"
2000,백엔드 시니어 개발자 채용공고,Back-end,0,"RESTFUL-API,의사소통,GITHUB,GO,GOLANG,JAVA,BACK-END,C,PYHTON,MYSQL,MARIADB,백엔드 기술 JAVA, SPRING, NODE.JS, MYSQL,GIT"
2001,[병역특례-전문연구요원]AI 솔루션을 함께 개발할 응용 소프트웨어 개발 엔지니어를 구합니다.,Anonymous,22,"PYTHON,C++,TENSORFLOW,도커,쿠버네티스,MACHINE-LEARNING,DEEP-LEARNING,PYTORCH,COMPUTER-VISION,영어"
2002,백엔드 개발자,Back-end,0,
2003,프론트엔드 개발자,Front-end,1,
2004,웹 프론트엔드 개발자,Front-end,1,
2005,웹풀스택 전문가,WEB/Full-stack,2,"JAVASCRIPT,PHP,웹 백엔드 개발(JAVA/SPRING/ORACLE/MYSQL),웹 백엔드 개발(PYTHON/DJANGO), 프론트 엔드 개발(VUE.JS), ELASTICSEARCH"
2006,Full Stack 개발자,WEB/Full-stack,2,"JAVA,MYSQL,AMAZON AWS,BACK-END,FRONT-END,풀스택개발,GIT,REST API,SPRING-BOOT,FREEMARKER,MOBILE,MOBILE WEB / APP,PLATFORM"
2007,"프론트엔드, 백엔드 신입 개발자, 인턴 개발자 모집",WEB/Full-stack,2,"풀스택개발,JAVASCRIPT,NODE.JS,REACT,FRONT-END,BACK-END"
2008,[빼기] 백엔드 개발자(3년이상 경력),Back-end,0,"백엔드 개발,JAVA,JAVASCRIPT,NODE.JS"
2009,[빼기] 프론트엔드 개발자(3년이상 경력),Front-end,1,"프론트엔드개발자,프론트엔드,반응형 웹,REACT,JAVASCRIPT, TYPESCRIPT,반응형웹"
2010,[스탁키퍼] 프론트앤드 웹 개발자 (Web Developer) 모집,Front-end,1,"JAVA,MYSQL,BACK-END,풀스택개발,SPRING-FRAMEWORK,SPRINGBOOT,RDBMS,CACHE,DATA STRUCTURE,JAVASCRIPT,GIT,GITHUB,REACT"
